Artist name,Artist id,Track name,Track popularity,Genres,Followers,uri
Melanie,6sOP8RUFR0q0nBOBOXGdBK,People in the Front Row,45,[],129163,spotify:track:1w8yvQdpAjw6wL2zD6HIOW
ZHU,28j8lBWDdDSHSSt5oPlsX2,Automatic,46,['edm'],949920,spotify:track:1NB0VPwAw6Rx8b9qvDKB5M
Prince,5a2EaR3hamoenG9rDuVn8j,Batdance,46,['funk rock'],7650182,spotify:track:4DbUk1qwcz9KKcUY4t8f8u
Barry White,3rfgbfpPSfXY40lzRK7Syt,"You're The First, The Last, My Everything - Single Version",46,"['disco', 'soul', 'quiet storm', 'philly soul']",2111192,spotify:track:610XWgnlPtTUXWlJ0Q3jAV
Bon Iver,4LEiUm1SRbFMgfqnQTwUbQ,Second Nature,46,['indie folk'],3824509,spotify:track:0ZiZoJuytgBABtjeR9nzhE
Fito y Fitipaldis,1tZ99AnqyjgrmPwLfGU5eo,Cielo hermético,47,[],2253074,spotify:track:5aWREznXDTWJ046mUoT162
Gibson Brothers,0pRXhFeDRaYQgCp0lj2X9r,Cuba,47,['disco'],13512,spotify:track:7qhwiyufW4TrovttmetUwr
Starsailor,0G8zjE6SsFTlbglCkU8pm3,Way to Fall,47,['britpop'],230259,spotify:track:20fUrFnUxqCJvTO40j6DbA
Baiuca,2GSXsSy3YzWsp4BXfSGucS,Veleno,47,[],79178,spotify:track:0lmupWjJjkJXdzRau9DQ9B
The Turtles,2VIoWte1HPDbZ2WqHd2La7,Happy Together - Remastered,48,[],665850,spotify:track:2admbUc576sC6M0QeUkg2C
Depedro,3wpNKcE7grYUIRKCMpmBOb,Te sigo soñando (feat. Luz Casal) - En Estudio Uno,48,['singer-songwriter'],102123,spotify:track:1wyUCUuGYv9MLLL171n8mU
Lara Fabian,7ocwZINHqO9DZJgFtc1B20,I Will Love Again,48,"['variété française', 'chanson', 'french pop']",908614,spotify:track:1raT3L0NJtc10t7xNgHJZ1
Wilson Simonal,6DqFCzjARUV3xH9meu3Bya,País Tropical / Música Incidental: Sou Flamengo,48,"['mpb', 'samba', 'bossa nova']",239684,spotify:track:6uUR1PSGEmKFceOmEDssJw
Fiona Apple,3g2kUQ6tHLLbmkV7T4GPtL,Shameika,49,"['art pop', 'chamber pop']",1681351,spotify:track:2pDKE8Q40TDGPl1O11DKKn
Ginebras,5w3bs8jNvbb0QHf5Lo0sva,La Típica Canción,49,[],69973,spotify:track:6yGP9c0OkKZgdqBjec9HMu
The Horrors,7EFB09NxZrMi9pGlOnuBpd,Still Life,49,"['shoegaze', 'post-punk']",280560,spotify:track:7MCaajZP5y4nvcuxnRPhhN
Royal Blood,2S5hlvw4CMtMGswFtfdK15,Trouble’s Coming,49,"['modern rock', 'garage rock', 'rock']",1679371,spotify:track:5eR6OS3joTAHJToyzehKfu
Real Estate,41SQP16hv1TioVYqdckmxT,Darling,50,"['jangle pop', 'dream pop', 'surf rock']",408693,spotify:track:36PQh1G6h7n9VWB799fXpI
La Maravillosa Orquesta del Alcohol,1vBn5Puz4mdZopZEHq1QDq,La Inmensidad,50,[],252409,spotify:track:4VHio1B1PaxL99Qk7ESX9B
Belle and Sebastian,4I2BJf80C0skQpp1sQmA0h,Sleep the Clock Around,50,"['chamber pop', 'baroque pop']",697704,spotify:track:2WXuEYmzKaQQJbrhLnYYJV
Bryan Ferry,5RNFFojXkPRmlJZIwXeKQC,Slave To Love,51,['glam rock'],652370,spotify:track:7imzBhHn7KD6ag3letxmSt
Gina G,25tu0d8Po5c4IVXsZnXUU8,Ooh Aah...Just a Little Bit - Motiv8 Radio Edit,51,['eurodance'],30757,spotify:track:7kyMLaXepcGHIrsLqoiTB8
Sparklehorse,64tVHZVSAZhDEiOJxnb6hE,Piano Fire,51,['slowcore'],180416,spotify:track:0N3H8hAe6Lfu2iGSxGVdGQ
Sandro Giacobbe,1S3bAZkOXVuYHT9LGNzbV5,El Jardín Prohibido,51,[],44664,spotify:track:3xec1BelrzOd6v0o8HRd2l
HAIM,4Ui2kfOqGujY81UcPrb5KE,The Steps,51,[],1384870,spotify:track:7pD8e7UxjqflEpMKfbEqKg
Des'ree,73ZPfpfg1LBVvDEArK4l5B,You Gotta Be,52,[],284757,spotify:track:5Z8kUbnUQqBUzM5FsBNOAl
The Corrs,1VbWUxZTRNY2gw3qZ1tg9W,Radio,52,['celtic rock'],1228696,spotify:track:6VU7nC50rpsULZJQiPJUSs
Orchestral Manoeuvres In The Dark,7wJ9NwdRWtN92NunmXuwBk,Joan Of Arc (Maid Of Orleans) - Remastered 2003,52,"['new wave', 'synthpop']",850798,spotify:track:5WeMMlylGCVGc0ChHSysJA
Bee Gees,1LZEQNv7sE11VDY3SdxQeN,Secret Love,52,['disco'],8739696,spotify:track:6O7nMW8pIAk8m9ub6azaF9
Aystar,4HpnjNnqIjwItltmZJliMy,Kop That Shit,52,"['grime', 'drill', 'uk drill']",109424,spotify:track:0DsFdhimhkfSGEuBqY5kwE
Florence + The Machine,1moxjboGR7GNWYIMWsRjgG,Delilah,53,['baroque pop'],7060022,spotify:track:12HB8AmFTovKrFcGG36KbL
Franz Ferdinand,0XNa1vTidXlvJ2gHSsRi4A,Love Illumination,53,['indie rock'],2845926,spotify:track:06Qha323s06okpZ4LmMX7P
The National,2cCUtGK9sDU2EoElnk0GNB,I Should Live in Salt,53,['indie rock'],1664468,spotify:track:4kFmM894Q4sgHDl4pZalza
Eric B. & Rakim,6jHG1YQkqgojdEzerwvrVv,I Ain't No Joke,53,"['east coast hip hop', 'hip hop']",710983,spotify:track:0SwuCcwpFM6x4cu5zOvmi0
The Killers,0C0XlULifJtAgn6ZNCW2eu,Sam's Town,53,['alternative rock'],7751715,spotify:track:77Kh98jRHI40rIAKnBs7cl
Elvis Presley,43ZHCT0cAZBISjO8DG9PnE,"Unchained Melody (Bonus Track) - Live at Ann Arbor, MI",53,"['rockabilly', 'rock and roll']",10456308,spotify:track:2gaN1NWKJEpQVAKk8FKwOe
Lou Reed,42TFhl7WlMRXiNqzSrnzPL,Vicious,54,"['glam rock', 'proto-punk', 'art rock']",1953210,spotify:track:4A48NL57P16zSRaq3yoYry
HAIM,4Ui2kfOqGujY81UcPrb5KE,Want You Back,54,[],1384870,spotify:track:2ixswrurtpfZHrx406eGgw
Franco Battiato,4lianjyuR1tqf6oUX8kjrZ,Voglio Vederti Danzare - Remastered,54,"['italian singer-songwriter', 'singer-songwriter']",869201,spotify:track:0Yncd2CxjjlWLrIukzsk2M
Ariana Grande,66CXWjxzNUsdJxJ2JdwvnR,Just Look Up (From Don’t Look Up),54,['pop'],104469280,spotify:track:3QPBocWfIcOCdFFvmqn60F
Rodríguez,5PrHzxc3kFm4hIrGNmelpX,Inner City Blues,54,"['folk rock', 'folk']",605479,spotify:track:1pU1pXG43llTiLi1JXl57c
Noel,3aYT0KVT8R4CypWXkoV548,Silent Morning,54,"['funk melody', 'freestyle', 'miami bass']",15061,spotify:track:21brTVDh5Y3B3mA4z5yyaU
The Lively Ones,63T2P0nIRzAj4rCSwnSC8J,Surf Rider,55,['surf rock'],25565,spotify:track:7sOBuRK26Ov7CR5fRSR7Om
Wet Leg,2TwOrUcYnAlIiKmVQkkoSZ,Chaise Longue,55,"['indie rock', 'indie']",680101,spotify:track:7iqAuZe5yS0suLQcFfVK39
Wet Leg,2TwOrUcYnAlIiKmVQkkoSZ,Chaise Longue,55,"['indie rock', 'indie']",680101,spotify:track:7iqAuZe5yS0suLQcFfVK39
Milli Vanilli,3vRclCt9VnNhYIxFMQCxuM,Girl I'm Gonna Miss You - US Single Version,55,[],481942,spotify:track:122vb6LtwACmfBIWpwmN1w
Hurts,3w4VAlllkAWI6m0AV0Gn6a,Wonderful Life,56,[],360060,spotify:track:2pxpJ9lmbqPEIk3M7ezLR0
Gorillaz,3AA28KZvwAUcZuOKwyblJQ,The Valley of The Pagans (feat. Beck),56,[],13045999,spotify:track:3oP3Tfn86FRmxAGsV0TqCp
ABC,2s79xe5F6eUQkjwjww27Fh,Poison Arrow,56,"['new wave', 'synthpop']",398734,spotify:track:7abGerACQx9G1OBqHYFKAb
Kelly Rowland,3AuMNF8rQAKOzjYppFNAoB,Work - Freemasons Radio Edit,56,[],3577347,spotify:track:4h9TZLHS7AZ30pt5c1o5Em
St. Vincent,7bcbShaqKdcyjnmv4Ix8j6,Los Ageless,56,['art pop'],940578,spotify:track:2qTy3hGSbxoSenKmlKGHFw
Trueno,2x7PC78TmgqpEIjaGAZ0Oz,NO CAP,56,['argentine trap'],8941124,spotify:track:4obL4F4BpgDG7smsBJ5tT9
Spandau Ballet,2urZrEdsq72kx0UzfYN8Yv,True - Single Edit,57,"['new wave', 'synthpop']",1393010,spotify:track:6eDYgjKl4vUgRusxb7THDu
Foo Fighters,7jy3rLJdDQY21OgRLCZ9sD,Run,57,"['rock', 'post-grunge', 'alternative rock', 'grunge', 'modern rock']",12484129,spotify:track:1wLQwg0mloy3yXjL0jPE0N
Tame Impala,5INjqkS1o8h1imAzPqGZBb,It Might Be Time,57,"['indie', 'psychedelic pop']",8715911,spotify:track:558ubozatFQlweufvHa3Ip
Mahmood,06nvjg4wBANK6DCHjqtPNd,Barrio,57,[],1541431,spotify:track:1MCSc1ZxlwV5muFXKocAnW
Tricky,6hhA8TKRNryM8FNzqCqdDO,Hell Is Round The Corner,57,"['trip hop', 'downtempo']",538005,spotify:track:2wC0qK8JN6gblb0ZJzE2d9
Christine and the Queens,04vj3iPUiVh5melWr0w3xT,Christine,57,"['art pop', 'french pop']",725084,spotify:track:6tNDVXXaYWsBd3Mqhfelvl
Fabrizio De André,19HiWVd2g0XyJstBsbW2Qm,Bocca di rosa,57,"['italian singer-songwriter', 'singer-songwriter']",1327744,spotify:track:3eAjS25afRXGFSyjPQo7l2
Whitney,32aUoW94mJ7xTJI7fG0V1G,No Woman,57,[],273703,spotify:track:5KPXcfXaGOaWUqOHLDXFRP
Florence + The Machine,1moxjboGR7GNWYIMWsRjgG,Spectrum (Say My Name),58,['baroque pop'],7060022,spotify:track:7efTNoBgYZ3IsB8wpP1f7R
Måneskin,0lAWpj5szCSwM4rUMHYmrr,ZITTI E BUONI,58,[],10205545,spotify:track:1lWWoec2z1j88GRblI5anV
Pet Shop Boys,2ycnb8Er79LoH2AsR5ldjh,It's a Sin,58,"['synthpop', 'new wave']",2050732,spotify:track:3GNwCZIv4xKUiyoaQfj9Ah
Delinquent Habits,0Ph64AJnzKQwXj4y7bWi2U,Return of the Tres,58,"['latin hip hop', 'mexican hip hop']",258754,spotify:track:4XYsx8ga3fGwEFOOcauPZC
Royal Blood,2S5hlvw4CMtMGswFtfdK15,Trouble’s Coming,59,"['modern rock', 'garage rock', 'rock']",1679371,spotify:track:6voIJ7OWwRabSZDC77D5Hp
Gipsy Kings,3jc496ljiyrS3ECrD7QiqL,A Mi Manera (Comme D'Habitude),59,['flamenco'],995382,spotify:track:6I3LXAGlKejmgxXloLPiGK
Sylvan Esso,39vA9YljbnOApXKniLWBZv,Coffee,59,[],579379,spotify:track:30GGIrrJdSNtecPiFcVP5O
Sheena Easton,5dcOK4stT4JDkP6Dqhbz5s,Morning Train (Nine to Five) - Edit,60,[],723227,spotify:track:1qvDt6W8oaTO9Q4pFNMFEm
The Shins,4LG4Bs1Gadht7TCrMytQUO,Simple Song,60,"['indie', 'indie pop']",1213239,spotify:track:48bo7uexDvAThcRDvEB2W7
will.i.am,085pc2PYOi8bGKj0PNjekA,This Is Love,60,[],4336415,spotify:track:7IohFKIwrb75c4XaqX7WWo
David Guetta,1Cs0zKBU1kc0i8ypK3B9ai,When Love Takes Over (feat. Kelly Rowland),60,"['edm', 'dance']",26974460,spotify:track:619bJQ9uDi8dnXzLebFI7y
Cecilia Krull,4SLEmV2rAQ71Ts0qyDGhE8,My Life Is Going On - Música Original De La Serie De TV La Casa De Papel / Money Heist,60,[],72164,spotify:track:5ZEQjTroORCu6uWvZrdeNc
Crowded House,7ohlPA8dRBtCf92zaZCaaB,Don't Dream It's Over,61,[],957679,spotify:track:1fiDe8sb2DMEU4JGPOIEB1
Jess Glynne,4ScCswdRlyA23odg9thgIO,Hold My Hand,61,[],3110251,spotify:track:1i1rNVtxbE7rdFfpHuNq2j
Cyndi Lauper,2BTZIqw0ntH9MvilQ3ewNY,I Drove All Night,61,[],3052775,spotify:track:3J0AoQhAufniMrznCRJASD
Neil Young,6v8FB84lnmJs434UJf2Mrm,Rockin' in the Free World,61,"['classic rock', 'folk rock', 'singer-songwriter', 'roots rock']",3171975,spotify:track:4Y7fEQ4PAzhlLnLviRw2P4
Syd Matters,4kDmwaDsfY9hcvz7K0otLJ,Obstacles,61,[],114912,spotify:track:2ynCjjrmED5CfiVn2ZLkUk
Syd Matters,4kDmwaDsfY9hcvz7K0otLJ,Obstacles,61,[],114912,spotify:track:2ynCjjrmED5CfiVn2ZLkUk
Radiohead,4Z8W4fKeB5YxbusRsdQVPb,Decks Dark,61,"['art rock', 'alternative rock']",11762564,spotify:track:4mRSbPLnOm54ttkTYvxxSY
Kid Cudi,0fA0VVWsXO9YnASrzqfmYu,The Prayer,61,[],7469572,spotify:track:1SkzK37qLSi7Sp6PwYTC0A
Millencolin,74xFFXkvOq9dPDigOWTHiX,No Cigar,62,"['skate punk', 'punk', 'ska punk', 'melodic hardcore', 'pop punk', 'ska', 'hardcore punk']",415906,spotify:track:3KLkRy9l3us98SIp6mmxkk
Empire Of The Sun,67hb7towEyKvt5Z8Bx306c,We Are The People,62,[],1775022,spotify:track:57RHMnLMQx8Qz5V6c0E8dF
Beyoncé,6vWDO969PvNqNYHIOW5v0m,SUMMER RENAISSANCE,62,[],39964307,spotify:track:3HyR1j49TY5ACP2lseF1jx
The Strokes,0epOFNiUfyON9EYx7Tpr6V,Hard To Explain,63,"['garage rock', 'indie rock', 'alternative rock']",6194424,spotify:track:2LMloFiV7DHpBhITOaBSam
Arcade Fire,3kjuyTCjPG1WMFCiyc5IuB,Wake Up,63,"['indie rock', 'baroque pop']",2357907,spotify:track:6Hmj7SrLRbreLVfVS7mV1S
Fleetwood Mac,08GQAI4eElDnROBrJRGE0X,Dreams - 2004 Remaster,63,"['classic rock', 'soft rock']",12902177,spotify:track:5TDZyWDfbQFQJabbPwImVY
The Beloved,46h3caIKtqPlEfRHuSdibg,Sweet Harmony,63,['madchester'],66346,spotify:track:5lSOVaPDk7x9Ey6c9DqGZx
Swedish House Mafia,1h6Cn3P4NGzXbaXidqURXs,Don't You Worry Child,63,['edm'],3905961,spotify:track:043bfUkTydw0xJ5JjOT91w
Enigma,3DmG65yHQsMms7WAvrZOdt,Sadeness,63,"['new age', 'gregorian chant']",1010661,spotify:track:57h06SZNL6LJ3YKZ1UGCeu
David Guetta,1Cs0zKBU1kc0i8ypK3B9ai,Flames,64,"['edm', 'dance']",26974460,spotify:track:33IOhptvC2Qoy2UhjiHXLV
Jennifer Lopez,2DlGxzQSjYe5N6G9nkYghR,If You Had My Love,64,[],13502562,spotify:track:3x4yV0hW5Ve3TKhFkXSqFn
Trueno,2x7PC78TmgqpEIjaGAZ0Oz,DANCE CRIP,64,['argentine trap'],8941124,spotify:track:1kjs5eR4DMzyB0gm1Z8waV
N.W.A.,4EnEZVjo3w1cwcQYePccay,Gangsta Gangsta,64,"['gangster rap', 'west coast hip hop', 'hip hop', 'rap', 'g-funk']",6347203,spotify:track:1pOIpxfrQ8AszXZdKR3aH3
Rage Against The Machine,2d0hyoQ5ynDBnkvAbJKORj,Renegades Of Funk,65,"['rap metal', 'rap rock', 'alternative metal', 'nu metal']",6516651,spotify:track:5YBVDvTSSSiqv7KZDeUlXA
Shocking Blue,5WimOFbBnCU5wI6t5PPpEk,Venus,65,['nederpop'],170624,spotify:track:0Z3xhSOhrawLV81YdiDiiJ
Annie Lennox,5MspMQqdVbdwP6ax3GXqum,Walking on Broken Glass,65,['synthpop'],1657316,spotify:track:4CcSw8wQAHYf4XNckayPoc
Elderbrook,2vf4pRsEY6LpL5tKmqWb64,Inner Light,65,[],492348,spotify:track:40tPP3K10yMZxwnT65REKj
Latto,3MdXrJWsbVzdn6fe5JYkSQ,Big Energy,65,[],1986921,spotify:track:6Zu3aw7FfjAF9WA0fA81Oq
KC & The Sunshine Band,3mQBpAOMWYqAZyxtyeo4Lo,Please Don't Go,65,['disco'],1113375,spotify:track:4zoZQvmST8gliv9S9L8lUw
Royal Blood,2S5hlvw4CMtMGswFtfdK15,Figure It Out,66,"['modern rock', 'garage rock', 'rock']",1679371,spotify:track:3MjrueDQKVr6xDDseZwhEd
Michael Kiwanuka,0bzfPKdbXL5ezYW2z3UGQj,Cold Little Heart,66,['soul'],1587493,spotify:track:0qprlw0jfsW4H9cG0FFE0Z
Enya,6uothxMWeLWIhsGeF7cyo4,Orinoco Flow - 2009 Remaster,66,"['new age', 'celtic']",2407002,spotify:track:4bQNusmmVudLxIiexglzh6
Rodrigo Amarante,0UOrkpzPED604dKzxgfJqg,Tuyo (Narcos Theme) - A Netflix Original Series Soundtrack,66,['nova mpb'],265506,spotify:track:6Dc2tCivms1s2X9myWe4ni
jev.,6OmxkansdRyVTvo6BpZzKF,where's the confetti?,66,"['jazz rap', 'alternative hip hop']",173007,spotify:track:3VL3aSOA8O3b5iOVBkD9iD
Dua Lipa,6M2wZ9GZgrQXHCFfjv46we,Be the One,67,['pop'],45739949,spotify:track:1ixphys4A3NEXp6MDScfih
Lucy Dacus,07D1Bjaof0NFlU32KXiqUP,Night Shift,67,[],573453,spotify:track:1yYlpGuBiRRf33e1gY61bN
Riton,7i9j813KFoSBMldGqlh2Z1,Turn Me On (feat. Vula),68,['house'],154686,spotify:track:0qaWEvPkts34WF68r8Dzx9
Jon Secada,10n1KB2sjTrGdyuC83y8jW,Otro Día Más Sin Verte,68,[],442877,spotify:track:7i38EXhbFJjF5tGvTsJMmx
Aloe Blacc,0id62QV2SZZfvBn9xpmuCl,I Need A Dollar,68,[],742088,spotify:track:3oUphdZVPyrsprZ8FgbmQS
Tom Walker,7z2avKuuiMAT4XZJFv8Rvh,Leave a Light On,69,[],1297782,spotify:track:6lOWoTqVnAWXchddtTH31W
Modern Talking,79bxUQsBIXO8nVLB9fYKf7,"You're My Heart, You're My Soul",69,"['italo disco', 'europop', 'eurodance']",2001192,spotify:track:0Zn63G0XTiqXwr1KSmARWz
MEDUZA,0xRXCcSX89eobfrshSVdyu,Piece Of Your Heart,69,[],892948,spotify:track:1DFD5Fotzgn6yYXkYsKiGs
Wet Wet Wet,2u0gw0uCWBMiqV7h0N8kai,"Love Is All Around - From ""Four Weddings And A Funeral""",70,[],556050,spotify:track:0PCGfA36HrVPmsBZJ57zOU
The Proclaimers,1A92IAcd7A6npCA33oGM5i,I'm Gonna Be (500 Miles),70,[],361437,spotify:track:66S14BkJDxgkYxLl5DCqOz
Sufjan Stevens,4MXUO7sVCaFgFjoTI5ox5c,Futile Devices (Doveman Remix),71,"['chamber pop', 'baroque pop']",2193057,spotify:track:5vTSnZTmS1gMiWuA9kDE19
Sufjan Stevens,4MXUO7sVCaFgFjoTI5ox5c,Mystery of Love,71,"['chamber pop', 'baroque pop']",2193057,spotify:track:5GbVzc6Ex5LYlLJqzRQhuy
Rage Against The Machine,2d0hyoQ5ynDBnkvAbJKORj,Guerrilla Radio,71,"['rap metal', 'rap rock', 'alternative metal', 'nu metal']",6516651,spotify:track:1wsRitfRRtWyEapl0q22o8
Shakira,0EmeFodog0BfCgMzAIvKQp,Monotonía,71,"['latin pop', 'latin']",37309683,spotify:track:6G12ZafqofSq7YtrMqUm76
Major Lazer,738wLrAtLtCtFOLvQBXOXp,Lean On (feat. MØ & DJ Snake),72,['moombahton'],6267121,spotify:track:2YWjW3wwQIBLNhxWKBQd16
Stardust,2w7IutHv5g4e8LumrwtjWR,Music Sounds Better With You,72,['french house'],91881,spotify:track:303ccTay2FiDTZ9fZ2AdBt
Frank Ocean,2h93pZq0e7k5yf4dywlkpM,Nikes,73,[],18238573,spotify:track:19YKaevk2bce4odJkP5L22
Green Day,7oPftvlwr6VrsViSDV7fJY,Boulevard of Broken Dreams,73,"['punk', 'pop punk']",16378876,spotify:track:5GorCbAP4aL0EJ16frG2hd
Crowded House,7ohlPA8dRBtCf92zaZCaaB,Don't Dream It's Over,73,[],957679,spotify:track:56GbZVwxMdf1DENCluYS8A
Rauw Alejandro,1mcTU81TzQhprhouKaTkpq,Todo De Ti,73,"['reggaeton', 'urbano latino', 'trap latino', 'latin']",27466970,spotify:track:4fSIb4hdOQ151TILNsSEaF
Shakira,0EmeFodog0BfCgMzAIvKQp,Te Felicito,73,"['latin pop', 'latin']",37309683,spotify:track:2rurDawMfoKP4uHyb2kJBt
Crowded House,7ohlPA8dRBtCf92zaZCaaB,Don't Dream It's Over,73,[],957679,spotify:track:56GbZVwxMdf1DENCluYS8A
Drake,3TVXtAsR1Inumwj472S9r4,In My Feelings,74,"['rap', 'hip hop']",97255715,spotify:track:2G7V7zsVDxg1yRsu7Ew9RJ
Black Pumas,6eU0jV2eEZ8XTM7EmlguK6,Colors,74,['retro soul'],1118360,spotify:track:6J3HNhDBIwEX11bX8hzx5u
Jason Derulo,07YZf4WDAMNwqr4jfgOZ8y,Want to Want Me,75,[],12444827,spotify:track:7oGZAicScQt96OAW4AruYy
Jason Derulo,07YZf4WDAMNwqr4jfgOZ8y,Want to Want Me,75,[],12444827,spotify:track:7oGZAicScQt96OAW4AruYy
Prince,5a2EaR3hamoenG9rDuVn8j,Kiss,75,['funk rock'],7650182,spotify:track:62LJFaYihsdVrrkgUOJC05
Lil Nas X,7jVv8c5Fj3E9VhNjxT4snq,INDUSTRY BABY (feat. Jack Harlow),75,[],12369571,spotify:track:27NovPIUIRrOZoCHxABJwK
Lil Nas X,7jVv8c5Fj3E9VhNjxT4snq,THATS WHAT I WANT,75,[],12369571,spotify:track:0e8nrvls4Qqv5Rfa2UhqmO
Aerosmith,7Ey4PD4MYsKc5I2dolUwbH,Sweet Emotion,75,"['classic rock', 'rock']",15307521,spotify:track:73TxYZd0lBCVRrHawrAglA
Dua Lipa,6M2wZ9GZgrQXHCFfjv46we,Physical,76,['pop'],45739949,spotify:track:3AzjcOeAmA57TIOr9zF1ZW
Billie Eilish,6qqNVTkY8uBg9cP3Jd7DAH,bury a friend,76,[],109454115,spotify:track:4SSnFejRGlZikf02HLewEF
Dexys Midnight Runners,4QTVePrFu1xuGM9K0kNXkk,Come On Eileen,77,[],289209,spotify:track:3MrWxJaD2AT0W9DjWF64Vm
Dido,2mpeljBig2IXLXRAFO9AAs,Thank You,77,[],2013317,spotify:track:3yUcJwYu7fXAfqMj9krY6l
Radiohead,4Z8W4fKeB5YxbusRsdQVPb,Exit Music (For A Film),77,"['art rock', 'alternative rock']",11762564,spotify:track:0z1o5L7HJx562xZSATcIpY
Foo Fighters,7jy3rLJdDQY21OgRLCZ9sD,The Pretender,78,"['rock', 'post-grunge', 'alternative rock', 'grunge', 'modern rock']",12484129,spotify:track:7x8dCjCr0x6x2lXKujYD34
The Human League,1aX2dmV8XoHYCOQRxjPESG,Don't You Want Me,78,"['new wave', 'synthpop']",1221995,spotify:track:3L7RtEcu1Hw3OXrpnthngx
Linkin Park,6XyY86QOPPrYVGvF9ch6wz,Somewhere I Belong,79,"['nu metal', 'rap metal', 'rock', 'alternative metal']",29325790,spotify:track:3fjmSxt0PskST13CSdBUFx
Natalia Lafourcade,1hcdI2N1023RvSwLzTtdsp,Hasta la Raíz,79,"['latin folk', 'bolero', 'latin indie', 'latin alternative']",5012713,spotify:track:3lGMtkONrZdJ8kTCg6KIFf
Kim Carnes,5PN2aHIvLEM98XIorsPMhE,Bette Davis Eyes,79,[],398196,spotify:track:0odIT9B9BvOCnXfS0e4lB5
Daft Punk,4tZwfgrHOc3mvqYlEYSvVi,Instant Crush (feat. Julian Casablancas),79,"['french house', 'electronic', 'electro']",10547602,spotify:track:2cGxRwrMyEAp8dEbuZaVv6
Sia,5WUlDfRSoLAfcVSX1WnrxN,Cheap Thrills,80,[],29611773,spotify:track:27SdWb2rFzO6GWiYDBTD9j
Gotye,2AsusXITU8P25dlRNhcAbG,Somebody That I Used To Know,81,[],2250967,spotify:track:1qDrWA6lyx8cLECdZE7TV7
Arctic Monkeys,7Ln80lUS6He07XvHI8qqHH,R U Mine?,81,"['indie', 'garage rock', 'indie rock']",29507848,spotify:track:2AT8iROs4FQueDv2c8q2KE
Rage Against The Machine,2d0hyoQ5ynDBnkvAbJKORj,Killing In The Name,81,"['rap metal', 'rap rock', 'alternative metal', 'nu metal']",6516651,spotify:track:59WN2psjkt1tyaxjspN8fp
The Strokes,0epOFNiUfyON9EYx7Tpr6V,The Adults Are Talking,81,"['garage rock', 'indie rock', 'alternative rock']",6194424,spotify:track:5ruzrDWcT0vuJIOMW7gMnW
Natalie Imbruglia,0dlOr0VIysztGWvU1dpjmP,Torn,81,[],1101173,spotify:track:1Jaah2tmN9Hv81A87KZ1MU
Charli xcx,25uiPmTg16RbhZWAqwLBy5,Von dutch,81,"['hyperpop', 'art pop']",5177024,spotify:track:3Y1EvIgEVw51XtgNEgpz5c
The Weeknd,1Xyo4u8uXC1ZmMpatF05PJ,After Hours,82,[],102259045,spotify:track:2p8IUWQDrpjuFltbdgLOag
The Rolling Stones,22bE4uQ6baNwSHPVcDxLCe,"Paint It, Black",82,"['classic rock', 'rock']",15113780,spotify:track:63T7DJ1AFDD6Bn8VzG6JE8
Red Hot Chili Peppers,0L8ExT028jH3ddEcZwqJJ5,Under the Bridge,83,"['funk rock', 'alternative rock', 'rock']",22271474,spotify:track:3d9DChrdc6BOeFsbrZ3Is0
Whitney Houston,6XpaIBNiVzIetEPCWDvAFP,I Wanna Dance with Somebody (Who Loves Me),83,[],11026853,spotify:track:2tUBqZG2AbRi7Q0BIrVrEj
Dua Lipa,6M2wZ9GZgrQXHCFfjv46we,Houdini,84,['pop'],45739949,spotify:track:6D8y7Bck8h11byRY88Pt2z
Lola Young,67FB4n52MgexGQIG8s0yUH,Messy,91,[],925851,spotify:track:3SKH53SPQbEnZR4cJPVaz2
